,ID_tab,ID_zam,Zamestnanie,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25
2464,2465,2807,technik/technička recirkulácie v akvakultúre,1,11,2,0,7,1,6,9,0,1,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0
2465,2466,1534,technik/technička respiračnej terapie,0,3,0,0,6,0,1,0,0,1,5,0,1,2,0,0,0,1,0,0,0,0,11,0,0
2466,2467,1126,technik/technička scény,0,5,0,0,23,2,8,5,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2467,2468,1241,technik/technička senzorických systémov,6,6,12,0,8,4,2,4,0,0,1,0,2,3,1,0,0,0,0,0,1,0,0,0,0
2468,2469,1830,technik/technička spracovania mlieka,0,8,11,0,8,0,7,1,0,4,8,0,0,1,0,0,0,1,0,0,0,0,3,0,0
2469,2470,2620,technik/technička telekomunikačných sietí,42,4,6,0,1,2,1,0,0,3,2,0,8,6,1,0,0,0,0,0,0,0,0,0,0
2470,2471,646,technik/technička textilnej tlače,0,3,5,0,3,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2471,2472,809,technik/technička údržby kanalizačných systémov,0,10,3,0,1,8,5,3,0,0,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0
2472,2473,1610,technik/technička údržby lietadiel,0,6,14,0,1,2,2,2,0,0,4,0,1,5,0,0,0,1,0,0,0,0,0,0,0
2473,2474,2472,technik/technička údržby pozemných komunikácií,0,10,4,0,4,1,1,2,0,2,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0
2474,2475,555,technik/technička údržby prístrojového vybavenia,6,10,21,0,9,5,0,9,0,1,2,0,4,9,2,0,0,0,0,0,0,0,0,0,0
2475,2476,118,technik/technička uvedenia strojov do prevádzky,0,8,3,0,5,1,1,1,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2476,2477,588,technik/technička v biomedicíne,0,23,0,0,19,0,3,3,1,2,14,0,3,3,22,0,0,1,0,0,3,1,29,0,0
2477,2478,339,technik/technička v čistiarni vôd,1,8,3,0,3,2,4,7,0,0,10,0,0,17,5,0,0,2,0,0,0,0,0,0,0
2478,2479,1790,technik/technička v kožiarskej výrobe,0,1,4,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2479,2480,923,technik/technička v oblasti anatomickej patológie,0,5,0,0,10,0,0,3,0,1,12,0,0,1,2,0,0,1,0,0,2,0,10,0,0
2480,2481,1678,technik/technička v oblasti chémie,0,14,5,0,7,1,1,8,0,1,4,0,2,8,9,0,0,1,0,0,0,0,2,0,0
2481,2482,1717,technik/technička v oblasti chromatografie,0,11,3,0,5,0,2,7,0,1,2,0,2,7,7,0,0,1,0,0,0,0,0,0,0
2482,2483,476,technik/technička v oblasti fotoniky,5,8,15,0,8,2,0,6,0,0,0,0,2,2,9,0,0,1,0,0,2,0,1,0,0
2483,2484,2983,technik/technička v oblasti geológie,0,20,1,0,11,0,0,4,1,1,3,0,5,2,10,0,0,0,0,0,0,0,0,0,0
2484,2485,2838,technik/technička v oblasti mechatroniky,3,9,18,0,9,2,0,4,0,1,1,0,9,5,2,0,0,0,0,0,0,0,0,0,0
2485,2486,174,technik/technička v oblasti meteorológie,0,14,1,0,7,0,1,1,1,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0
2486,2487,2764,technik/technička v oblasti metrológie,0,6,2,0,6,1,0,0,1,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0
2487,2488,1650,technik/technička v oblasti prieskumu pôdy,0,8,9,0,2,0,0,2,0,1,2,3,0,3,7,0,0,0,0,0,0,0,0,0,0
2488,2489,999,technik/technička v oblasti protetiky a ortotiky,0,1,1,0,4,0,0,8,0,0,2,0,1,2,1,0,0,0,0,0,0,0,9,0,0
2489,2490,74,technik/technička v oblasti telekomunikácií,2,6,4,0,3,1,0,0,0,1,1,0,12,15,0,0,0,0,0,0,0,0,0,0,0
2490,2491,2273,technik/technička v oblasti vinohradníctva,0,5,2,0,11,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,2492,311,technik/technička v pletiarskej výrobe,0,8,4,0,2,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
2492,2493,399,technik/technička v poľnohospodárstve,0,13,0,0,5,0,0,8,0,0,1,10,0,1,5,0,0,0,0,0,0,0,0,0,0
2493,2494,1499,technik/technička v robotike,5,9,17,0,10,2,1,4,0,0,1,0,9,2,3,0,0,0,0,0,0,0,0,0,0
2494,2495,1988,technik/technička v tkáčskej výrobe,0,6,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
2495,2496,2190,technik/technička ventilačných systémov,1,2,6,0,4,0,2,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0
2496,2497,2029,technik/technička videozáznamu,1,5,0,0,10,0,5,3,0,0,7,0,3,11,0,0,0,0,0,0,0,0,0,0,0
2497,2498,2074,technik/technička vo fyzike,1,9,0,0,3,0,0,1,1,0,1,0,0,6,10,0,0,0,0,0,0,0,1,0,0
2498,2499,1375,technik/technička vo výrobe bioplynu,0,3,11,0,2,3,2,1,0,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
2499,2500,632,technik/technička vykonávajúca prenos zvieracieho embrya,0,8,0,0,2,1,2,6,0,1,3,8,0,0,2,0,0,1,0,0,0,0,0,0,0
2500,2501,769,"technik/technička vykurovacích, ventilačných, klimatizačných a chladiacich zariadení",0,4,9,0,2,10,2,1,0,0,3,0,1,7,1,0,0,0,0,0,0,0,0,0,0
2501,2502,2621,technik/technička výlovu v akvakultúre,0,8,0,0,8,2,2,19,0,0,4,3,0,5,3,0,0,2,0,0,0,0,1,0,0
2502,2503,2902,technik/technička výroby netkaných textílií,0,6,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2503,2504,267,technik/technička výroby ortopedickej obuvi,0,0,10,0,2,1,0,9,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
2504,2505,2143,technik/technička výroby potravín,1,19,17,0,9,1,10,4,0,2,7,0,1,5,0,0,0,3,0,0,1,0,0,0,0
2505,2506,2912,technik/technička výroby sieťotlače,0,2,6,0,0,0,2,2,0,0,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0
2506,2507,2036,technik/technička výroby v kožiarstve,0,1,7,0,3,0,6,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2507,2508,2363,technik/technička zabezpečovacích a poplachových systémov,1,4,9,0,3,4,1,1,0,0,3,0,9,5,0,0,0,1,0,0,0,0,0,0,0
2508,2509,106,technik/technička zákazkovej výroby obuvi,0,2,8,0,5,0,2,8,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
2509,2510,1887,technik/technička záručného a pozáručného servisu,0,2,3,0,11,0,1,0,0,6,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2510,2511,616,technik/technička zdravotníckych pomôcok,3,12,9,0,15,7,0,8,0,1,1,0,3,7,3,0,0,0,0,0,0,0,10,0,0
2511,2512,1458,technik/technička železničných elektronických zariadení,0,3,5,0,2,2,1,0,0,0,4,0,2,7,0,0,0,0,0,0,0,0,0,0,0
2512,2513,2208,technológ v gumárenskom priemysle/ technologička v gumárenskom priemysle,0,7,4,0,6,0,2,3,0,2,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0
2513,2514,437,technológ/technologička farbiacich procesov,0,2,6,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
2514,2515,421,technológ/technologička vinohradníckej výroby,0,3,1,0,2,0,6,7,0,1,2,7,0,3,0,0,0,1,0,0,0,0,0,0,0
2515,2516,2420,telekomunikačný analytik/telekomunikačná analytička,2,5,6,0,7,1,3,0,0,3,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0
2516,2517,2109,televízny a filmový strihač/televízna a filmová strihačka,9,2,0,0,17,1,4,1,0,0,0,0,9,2,0,0,0,0,0,0,10,0,0,0,0
2517,2518,2185,tenisový tréner/tenisová trénerka,0,1,0,0,9,0,9,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0
2518,2519,1596,terapeut/terapeutka tradičnej čínskej medicíny,0,4,0,0,10,0,1,1,0,0,7,0,0,0,2,0,0,1,0,0,0,0,12,0,0
2519,2520,531,tesár/tesárka,0,14,4,0,3,10,0,11,0,0,5,0,1,5,0,0,0,2,0,0,0,0,0,0,0
2520,2521,1426,teste/testerka integrácie IKT,15,1,1,0,4,1,1,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2521,2522,2415,tester koronavírusu/ testerka koronavírusu,0,0,0,0,5,0,0,3,0,2,7,0,2,2,0,0,0,1,0,0,0,0,6,0,0
2522,2523,654,tester/testerka digitálnych hier,15,1,0,0,7,1,1,0,0,4,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0
2523,2524,1186,tester/testerka použiteľnosti IKT,19,4,0,0,6,1,2,0,0,4,0,0,8,0,0,0,0,0,0,2,1,0,0,0,0
2524,2525,1008,tester/testerka prístupnosti IKT,20,5,0,0,7,1,2,0,0,4,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0
2525,2526,214,tester/testerka softvéru,59,1,0,0,4,1,2,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2526,2527,1031,tester/testerka systémov IT,17,1,0,0,5,3,1,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2527,2528,2179,testovač/testovačka kontrolných panelov,1,11,12,0,6,6,1,2,0,1,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0
2528,2529,815,tetovač/tetovačka,0,1,0,0,19,0,3,1,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2529,2530,202,textilný návrhár/textilná návrhárka,0,6,8,0,6,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2530,2531,2824,titulkovač/titulkovačka,3,3,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,1,0,0
2531,2532,32,tkáč/tkáčka,0,4,7,0,3,0,1,6,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0
2532,2533,2195,tkáč/tkáčka kobercov,0,1,11,0,3,0,1,2,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0
2533,2534,1146,tlačiar/tlačiarka textílií,0,3,3,0,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2534,2535,1903,tlmočník znakovej reči/tlmočníčka znakovej reči,1,2,0,0,14,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10,0,1,0,0
2535,2536,455,tlmočník/tlmočníčka,0,5,0,0,30,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,12,0,1,0,0
2536,2537,334,toaletár/toaletárka,0,4,0,0,3,0,2,8,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2537,2538,804,toxikológ/toxikologička,0,26,0,0,29,0,4,3,1,0,5,0,2,5,7,0,0,0,0,0,0,2,2,0,0
2538,2539,525,tréner ľadového korčuľovania/trénerka ľadového korčuľovania,0,1,0,0,5,0,9,0,0,0,1,0,0,1,0,0,0,5,0,1,1,0,1,0,0
2539,2540,1105,tréner/trénerka umeleckých zručností pre športovcov,0,3,0,0,19,0,10,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,2541,1591,triedič/triedička hydiny podľa pohlavia,0,0,0,0,0,0,0,17,0,1,0,6,0,0,2,0,0,0,0,0,0,0,1,0,0
2541,2542,2767,triedič/triedička kože,0,2,5,0,7,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2542,2543,2551,"triedič/triedička koží, usní a kožiek",0,1,4,0,6,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2543,2544,1190,triedič/triedička listov,0,8,7,0,4,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2544,2545,1012,triedič/triedička prijatých zásielok,0,7,0,0,4,0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2545,2546,3031,triedič/triedička recyklovateľného odpadu,0,3,3,0,1,1,0,10,0,0,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0
2546,2547,1748,turistický animátor/turistická animátorka,2,2,0,0,14,0,2,0,0,0,7,0,3,0,1,0,0,2,0,0,0,0,0,0,0
2547,2548,1921,turistický informátor/turistická informátorka,3,5,0,0,21,0,4,0,0,0,7,0,4,0,1,0,0,2,0,0,0,0,0,0,0
2548,2549,2203,turistický sprievodca/ turistická sprievodkyňa,2,6,0,0,19,0,5,2,0,0,9,0,3,1,5,0,0,6,0,0,0,0,0,0,0
2549,2550,2602,tvorca/tvorkyňa digitálnych hier,56,3,0,0,11,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0
2550,2551,2471,tvorca/tvorkyňa videí,2,12,0,0,17,0,7,0,0,2,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0
2551,2552,2234,učiteľ/učiteľka cirkusového umenia,0,2,0,0,23,2,12,1,2,0,7,0,0,0,0,0,0,1,0,0,5,1,1,0,0
2552,2553,46,učiteľ/učiteľka čítania a písania pre dospelých,0,0,0,0,22,0,9,0,6,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2553,2554,1856,učiteľ/učiteľka cudzích jazykov,0,4,0,0,25,0,10,0,7,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2554,2555,865,učiteľ/učiteľka digitálnej gramotnosti,6,4,1,0,15,0,7,0,7,1,2,0,6,0,0,0,0,0,0,1,1,1,0,0,0
2555,2556,1229,učiteľ/učiteľka dochádzajúca domov za žiakmi so špeciálnymi výchovno-vzdelávacími potrebami,0,1,0,0,21,0,4,0,5,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2556,2557,2494,učiteľ/učiteľka dramatického prejavu,0,3,0,0,32,0,15,0,2,0,3,0,0,0,0,1,0,0,0,0,4,0,1,0,0
2557,2558,874,učiteľ/učiteľka fotografie,0,3,0,0,15,0,8,2,2,0,2,0,2,6,0,0,0,0,0,0,4,0,0,0,0
2558,2559,1737,učiteľ/učiteľka freinetovskej školy,0,2,0,0,18,0,8,0,6,0,9,0,1,0,0,0,0,1,0,1,0,1,4,0,0
2559,2560,2875,učiteľ/učiteľka hudby,0,3,0,0,19,0,14,2,5,0,2,0,0,0,0,0,0,0,0,0,8,1,1,0,0
2560,2561,1471,učiteľ/učiteľka Montessoriovej metódou,0,2,0,0,18,0,8,0,7,0,10,0,1,0,0,0,0,1,0,1,1,1,4,0,0
2561,2562,212,učiteľ/učiteľka nadaných a talentovaných študentov,0,5,0,0,20,0,12,0,12,1,8,0,1,0,0,0,0,1,0,1,0,0,3,0,0
2562,2563,1613,učiteľ/učiteľka odborného vzdelávania,0,4,11,0,27,0,9,0,5,11,5,0,1,8,4,0,0,18,0,3,2,1,6,0,0
2563,2564,1817,učiteľ/učiteľka odborných kaderníckych predmetov,0,2,0,0,11,0,8,1,3,2,7,0,1,0,0,0,0,7,0,0,0,1,1,0,0
2564,2565,1941,učiteľ/učiteľka odborných predmetov dizajn a úžitkové umenie,0,3,3,0,16,0,6,0,4,2,2,0,2,1,1,0,0,0,0,0,9,1,1,0,0
2565,2566,1109,učiteľ/učiteľka odborných predmetov elektronika a automatizácia,2,3,13,0,11,1,6,0,4,0,2,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2566,2567,869,učiteľ/učiteľka odborných predmetov elektrotechnika a energetika,1,2,18,0,13,0,7,0,4,1,2,0,1,2,0,0,0,2,0,0,0,1,1,0,0
2567,2568,1907,učiteľ/učiteľka odborných predmetov obchod a marketing,0,2,0,0,11,0,7,0,4,21,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2568,2569,978,učiteľ/učiteľka odborných predmetov v oblasti cestovného ruchu,0,5,0,0,16,0,7,0,3,1,1,0,3,0,0,0,0,5,0,0,0,1,1,0,0
2569,2570,1784,učiteľ/učiteľka odborných predmetov v oblasti dopravných technológií,0,6,15,0,12,0,7,0,4,1,2,0,1,3,0,0,0,1,0,0,0,0,1,0,0
2570,2571,300,učiteľ/učiteľka odborných predmetov v oblasti hotelierstva,0,2,1,0,12,0,8,0,4,1,7,0,1,0,0,0,0,3,0,0,0,1,1,0,0
2571,2572,1431,učiteľ/učiteľka odborných predmetov v oblasti medicínskej laboratórnej technológie,0,4,0,0,11,0,7,0,4,0,2,0,1,4,4,0,0,0,0,0,0,1,8,0,0
2572,2573,782,učiteľ/učiteľka odborných predmetov v oblasti podnikového riadenia,1,3,0,0,10,0,7,0,4,12,2,0,1,0,0,0,0,0,0,2,1,2,1,0,0
2573,2574,1789,"učiteľ/učiteľka odborných predmetov v oblasti poľnohospodárstva, lesníctva a rybolovu",0,2,1,0,11,0,6,0,4,2,2,10,1,5,1,0,0,0,0,0,0,1,1,0,0
2574,2575,875,učiteľ/učiteľka odborných predmetov v oblasti priemyselného výtvarníctva,1,2,17,0,11,0,7,1,4,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2575,2576,964,učiteľ/učiteľka odborných predmetov v oblasti starostlivosti o krásu,0,3,0,0,11,0,8,0,3,2,7,0,1,0,0,0,0,9,0,0,0,1,3,0,0
2576,2577,705,učiteľ/učiteľka odborných predmetov v oblasti stravovacích služieb,0,3,4,0,14,0,7,0,4,1,10,0,1,2,0,0,0,1,0,0,0,1,1,0,0
2577,2578,1867,učiteľ/učiteľka osôb so špeciálnymi výchovno-vzdelávacími potrebami,0,2,0,0,23,0,8,0,9,1,13,0,1,0,0,0,0,1,0,2,1,0,8,0,0
2578,2579,50,učiteľ/učiteľka osôb so špeciálnymi výchovno-vzdelávacími potrebami na stredných školách,0,4,0,0,19,0,13,0,4,1,8,0,1,0,0,0,0,1,0,3,0,0,5,0,0
2579,2580,2233,učiteľ/učiteľka osôb so špeciálnymi výchovno-vzdelávacími potrebami v predškolských zariadeniach,0,1,0,0,17,0,9,0,7,0,11,0,1,0,0,0,0,1,0,2,0,0,9,0,0
2580,2581,2950,učiteľ/učiteľka osôb so špeciálnymi výchovno-vzdelávacími potrebami v základných školách,0,3,0,0,17,0,14,0,6,0,11,0,1,0,0,0,0,1,0,2,0,0,6,0,0
2581,2582,1121,učiteľ/učiteľka posunkového jazyka,0,1,0,0,12,0,3,0,8,0,4,0,1,0,0,0,0,0,0,1,2,0,4,0,0
2582,2583,222,učiteľ/učiteľka pracujúca so žiakmi s poruchami učenia,0,3,0,0,25,0,10,0,7,1,5,0,1,0,1,0,0,0,0,2,2,1,0,0,0
2583,2584,1328,učiteľ/učiteľka pre ďalšie vzdelávanie,0,3,0,0,20,0,11,0,6,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2584,2585,388,učiteľ/učiteľka tanca,0,6,0,0,30,0,18,0,4,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0
2585,2586,2773,učiteľ/učiteľka telesnej výchovy,0,4,0,0,12,0,14,0,4,0,3,0,1,0,0,0,0,7,0,1,1,1,3,0,0
2586,2587,1658,učiteľ/učiteľka teoretických a praktických predmetov v ozbrojených silách,0,4,1,0,11,0,10,0,1,1,4,0,1,1,0,0,0,4,0,0,0,0,0,0,0
2587,2588,1067,učiteľ/učiteľka v predškolskom zariadení,0,2,0,0,15,0,8,0,7,0,10,0,0,0,0,0,0,1,0,0,0,1,3,0,0
2588,2589,435,učiteľ/učiteľka verejného prejavu,0,3,0,0,16,0,4,0,2,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
2589,2590,1419,učiteľ/učiteľka výtvarných umení,0,6,0,0,24,1,9,1,3,1,2,0,2,2,1,0,0,0,0,0,3,0,0,0,0
2590,2591,57,učiteľ/učiteľka základnej školy,0,2,0,0,26,0,14,2,6,0,9,0,1,0,0,0,0,1,0,2,4,1,3,0,0
2591,2592,2836,účtovník špecialista/účtovníčka špecialistka,0,17,0,0,7,0,15,0,0,14,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2592,2593,2390,účtovník/účtovníčka,0,12,0,0,0,0,11,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2593,2594,1507,účtovník/účtovníčka vo verejnom sektore,0,7,0,0,2,0,7,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2594,2595,2478,účtovný analytik/účtovná analytička,0,15,0,0,4,0,6,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,2596,2900,údržbár/údržbárka,0,3,9,0,3,9,0,12,0,1,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0
2596,2597,596,údržbár/údržbárka komunikačnej infraštruktúry,6,2,4,0,0,1,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0
2597,2598,1459,údržbár/údržbárka potrubí,0,3,2,0,3,6,1,1,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0
2598,2599,1707,údržbár/údržbárka septických nádrží,0,3,2,0,2,6,1,6,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2599,2600,2535,údržbár/údržbárka telekomunikačných zariadení,2,1,0,0,0,1,1,1,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0
2600,2601,2022,ukladač terazzových podláh/ukladačka terazzových podláh,0,5,0,0,3,7,0,8,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2601,2602,2921,umelecký kaderník a parochniar/umelecká kaderníčka a parochniarka,0,2,0,0,9,0,5,1,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2602,2603,2194,umelecký krajčír/umelecká krajčírka,0,3,1,0,18,2,11,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2603,2604,698,umelecký maliar/umelecká maliarka,0,9,0,0,18,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2604,2605,903,umelecký maskér/umelecká maskérka,0,9,0,0,26,1,18,4,0,0,13,0,0,1,0,0,0,3,0,0,3,0,0,0,0
2605,2606,2532,umelecký model/umelecká modelka,0,0,0,0,20,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2606,2607,127,umelecký reštaurátor/umelecká reštaurátorka,0,5,0,0,6,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0
2607,2608,153,umelecký riaditeľ/umelecká riaditeľka,1,10,1,0,61,1,43,2,0,9,2,0,1,0,0,0,0,1,0,3,22,0,0,0,0
2608,2609,95,umelecký svetelný dizajnér/ umelecká svetelná dizajnérka,0,18,1,0,22,0,9,1,0,2,7,0,1,10,0,0,0,0,0,0,0,0,0,0,0
2609,2610,1172,umelecký vizážista a vlasový štylista/umelecká vizážistka a vlasová štylistka,0,17,0,0,22,0,8,2,0,2,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2610,2611,1547,umývač/umývačka motorových vozidiel,0,2,1,0,4,0,0,10,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0
2611,2612,1802,umývač/umývačka okien,0,4,0,0,1,3,4,14,0,1,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0
2612,2613,2935,umývač/umývačka riadu,0,2,0,0,1,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,2614,1908,univerzitný pedagóg/univerzitná pedagogička v odbore literatúra,0,16,0,0,31,0,12,0,4,1,2,0,3,0,0,0,0,0,0,1,8,0,0,0,0
2614,2615,1713,upisovateľ/upisovateľka cenných papierov,0,11,0,0,6,0,4,0,0,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2615,2616,2096,upisovateľ/upisovateľka hypotekárnych úverov,0,12,0,0,2,0,2,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2616,2617,904,upisovateľ/upisovateľka majetkového poistenia,0,10,0,0,9,0,4,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2617,2618,2787,upisovateľ/upisovateľka poistenia,0,19,0,0,14,0,4,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2618,2619,878,upratovač a supervízor/upratovačka a supervízorka v plaveckom areáli,0,3,0,0,6,1,0,7,0,1,7,0,0,0,1,0,0,2,0,0,0,0,1,0,0
2619,2620,1314,upratovač/upratovačka lietadiel,0,2,0,0,6,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,2621,718,upratovač/upratovačka v zábavnom parku,0,1,0,0,2,1,0,10,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2621,2622,2489,upratovač/upratovačka vagónov,0,2,1,0,3,0,0,17,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2622,2623,614,upratovač/upratovačka verejných budov,0,3,3,0,3,0,1,31,0,0,5,0,0,1,0,0,0,5,0,0,0,0,1,0,0
2623,2624,1616,úradník pre monitorovanie a hodnotenie/ úradníčka pre monitorovanie a hodnotenie,3,15,0,0,6,0,7,0,1,1,2,0,6,0,1,0,0,0,0,6,1,0,0,0,0
2624,2625,2473,úradník pre podporu obstarávania/ úradníčka pre podporu obstarávania,0,4,0,0,9,0,2,0,0,5,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0
2625,2626,2848,úradník zodpovedný za spravovanie dokumentov/úradníčka zodpovedná za spravovanie dokumentov,9,20,1,0,4,0,3,0,0,8,3,0,5,1,0,0,0,0,0,6,0,0,0,0,0
2626,2627,2279,úradník/úradníčka v kancelárii sudcu,0,4,0,0,8,0,3,0,0,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2627,2628,1288,úradník/úradníčka v oblasti dôchodkového zabezpečenia,0,9,0,0,7,0,3,0,0,4,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2628,2629,2067,úradník/úradníčka v oblasti prevodu vlastníckych práv,0,6,0,0,9,0,3,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2629,2630,965,úradník/úradníčka v oblasti sociálneho zabezpečenia,0,1,0,0,11,0,3,0,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2630,2631,2090,úradník/úradníčka výdaja cestovných dokladov,0,3,0,0,5,0,2,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2631,2632,957,úradný veterinárny lekár/úradná veterinárna lekárka,0,13,0,0,8,0,5,7,0,1,7,9,0,0,1,0,0,1,0,0,0,0,0,0,0
2632,2633,2711,urbanista/urbanistka,3,16,14,0,31,0,4,0,1,3,1,0,4,0,2,0,0,1,0,2,0,0,0,0,0
2633,2634,1578,uvádzač/uvádzačka,0,0,0,0,10,0,3,1,0,0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2634,2635,1976,uvádzač/uvádzačka v reštaurácii,0,2,0,0,8,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,2636,102,úverový analytik/úverová analytička,0,12,0,0,3,0,3,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2636,2637,645,úverový manažér/úverová manažérka,0,18,0,0,4,0,9,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,2638,333,úverový poradca/úverová poradkyňa,0,19,0,0,7,0,3,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2638,2639,1766,úverový pracovník/úverová pracovníčka,1,16,0,0,6,0,2,0,0,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
